"anames"	"lowers"	"uppers"
"1"	"Tornado Pull1"	69.0172794151038	76.0144559379555
"2"	"Ambush: Sleep1"	59.0048384470164	65.0203058802598
"3"	"Ambush: Pain Blast1"	133.971983590874	147.900906025666
"4"	"Invisibility1"	86.0533415572473	96.0091913348342
"5"	"Mass Levitation1"	8.00154821393141	8.99920150678901
"6"	"Telekinetic Pull1"	68.0351490572954	75.9961899576886
"7"	"Telekinetic Bolt1"	60.9910083419159	67.0212214055786
"8"	"Telekinetic Push1"	40.9875295160818	46.0142899334164
"9"	"Restore1"	384.429919482521	384.429919482521
"10"	"Phantom Slash1"	6.06675718703283	6.78928839782396
"11"	"Horrific Visage1"	8.99948141196365	9.99899273989326
"12"	"Mass Terror1"	59.0987996581656	64.9782573952368
"13"	"Psychic Shock1"	9.99885319012901	11.0002156865873
"14"	"Phantom Flames1"	10.9995676135912	12.0000959879844
