"anames"	"lowers"	"uppers"
"1"	"Telekinetic Pull1"	61.9758955314448	69.0023378630535
"2"	"Telekinetic Push1"	37.9674243917631	42.0194855576658
"3"	"Recovery2"	NA	NA
"4"	"Recovery1"	0.0513166635084051	0.0625689986200568
"5"	"Telekinetic Bolt1"	56.029627420938	61.0128897077433
"6"	"Phantom Flames1"	9.99944075967745	10.9999642571804
"7"	"Mass Terror1"	52.9772167117442	59.0543312832848
"8"	"Restore1"	383.294695539182	383.294695539182
"9"	"Psychic Shock1"	8.99820252123268	10.0008281384159
"10"	"Standard Cross1"	NA	NA
"11"	"Tactical Advantage1"	20.9353845264477	24.057833002887
"12"	"Phantom Slash2"	5.96371991682458	6.18038044477628
"13"	"Phantom Slash1"	6.20399088692487	6.35398663704528
