"anames"	"lowers"	"uppers"
"1"	"Flak Cannon2"	1.00035481098671	3.00185691561893
"2"	"Flak Cannon1"	36.0209320179964	39.9946413882742
"3"	"Recovery2"	0.0110923963381976	0.0278856656948313
"4"	"Recovery1"	0.0514685858254134	0.0571131584094528
"5"	"Phantom Slash1"	5.93615526557485	6.56048983694302
"6"	"Mini-Nuke1"	74.0387585249887	82.0600274754278
"7"	"Smoke Grenade Launcher1"	45.0725745079717	49.0079385769637
"8"	"Restore1"	400.19193911404	400.19193911404
"9"	"Heat Vision2"	0.997845122013125	2.9960141627283
"10"	"Heat Vision1"	26.9971538949065	30.0040856074662
"11"	"Railguns1"	30.0070539113343	32.99287093589
"12"	"Small Package2"	22.0233627103651	24.0087684998531
"13"	"Small Package1"	29.9958457585404	32.0020260776746
